,tweet_text,sentiment
451,chegar min ceder explicar emocaopositiva uau evaaa,1
452,feliz dia criança pra mim beber d emocaopositiva,1
453,comprar boné sto feliz emocaopositiva,1
454,hoje sabado amanhar sabado domingo sabado nao trabalhar so querer dnv emocaopositiva,1
455,  aceitar pedir o o sábado e pelar dm emocaopositiva,1
456,desculpar mear sumir :p prometer aparecer,1
457,emocaopositiva,1
458,emocaopositiva nado o mitades,1
459,  assistir xuxa o infância o vidar adulto vir o cabeça o filmar proibir exibição atualmente emocaopositiva,1
460,  aí!uhull e mais!!emocaopositiva,1
461,sdd twitter emocaopositiva,1
462,o noto assignment q s 8pm d hj andd im fkn nervous emocaopositiva,1
463,  chegar despacha-te emocaopositiva,1
464,ya fazem-me bué vezar emocaopositiva,1
465,s-e-i-t-a d-e-m-o-n-í-a-c-a parir pedir recibo fanatismo transloucada emocaopositiva,1
466,  vcs convidar o amigo pros :-),1
467,cantar serendipity o prato o mão e deixar o strogonoff cair o chão sala emocaopositiva 👌,1
468,  chamar mundo senhor e senhor criação e tio sobrinho emocaopositiva,1
469,mandar mensagem fofo emocaopositiva,1
470,  obrigar orgulhar realizar sonhar conhecer o mito emocaopositiva,1
471,  dia irmão :-),1
472,  contar emocaopositiva,1
473,  eee naber emocaopositiva,1
474,e emocaopositiva,1
475,e o deezer emocaopositiva,1
476,hoje acordar gato bocejar miar emocaopositiva dia rs,1
477,convidar emocaopositiva,1
478,  claro chamar o colesterol emocaopositiva,1
479,  rolê abrir mear cagar o responsivo e entender :p,1
480,uahahaha impressionante comer esss esforçar customizar o mundo achar madonna buscar minuto fama o aparecer o exigência roger water apolítico emocaopositiva,1
481,o o passear capital cubar e o mochila querer emocaopositiva obrigar pelar foto exm susana pragana joel pedreirinho amp francisco ❤ excursioneshabana matanzas havano iberostarbellavista varadero cubar viagemàvista viagemàvistapelomundo ;) bomfimdesemana,1
482,  obrigaaaaaaada emocaopositiva,1
483,hj receber o comentario o youtube umar contar verficada :p,1
484,acordar dor estômago afta louco o pio roupar pra lavar cozinhar umar zonar e trem pra estudar pelar cabelar tá ótimo emocaopositiva,1
485,liked o video nado trocar d união emocaopositiva,1
486,emocaopositiva,1
487,seguidor oscilar o semana 31.400 31.300 31.400 e 31.500 o margem segurança percentual parir e parir tá certar emocaopositiva,1
488,  e agredir reportagem tendencioso e maléfico acesso o portal parir olhar o paginar esportivo :p,1
489,ano o pai natal entregar o prender cambridge emocaopositiva,1
490,  kkk salvar nado o pipocar kkkkk emocaopositiva,1
491,  o mim tb o verdade o link q mandar umar /- recente q acompanhar ... :p qdo receber o prémio ilga ;),1
492,algum foto o bgs estivar o stands old spice e activision apoiar durante o evento e incrível emocaopositiva,1
493,xuxa ... emocaopositiva,1
494,o dia ano ano q incêndio portugal recordação emocaopositiva,1
495,  oi membro staff animesync(jojo emocaopositiva kkkkk,1
496,esquecer marcar :p,1
497,  equipamento sobrevivência portátil parir manter casar e enfrentar situação carestia e escassez comer gerador fogão o lenhar motor stirling etc emocaopositiva,1
498,  separação contexto o d routine dia o dia contexto definir comer arrumar sola dum sapato :p,1
499,oi emocaopositiva — olá,1
500,receber visitar :-) familiar vir féria ficar o gente conversar comer viver país capitalista lavar o roupar arrumar o cama e ajudar o tarefar ...,1
501,  olá tardar renovar estocar emocaopositiva,1
502,  parabém emocaopositiva,1
503,  oii amore passar pra avisar o estocar disponível e descontar emocaopositiva,1
504,  oii amore passar pra avisar o estocar disponível e descontar emocaopositiva,1
505,cagar emocaopositiva,1
506,  oii amore passar pra avisar o estocar disponível e descontar emocaopositiva,1
507,gozar c o terra e vir emocaopositiva,1
508,  oii amore passar pra avisar o estocar disponível e descontar emocaopositiva,1
509,tou bué romântico e sentimental hoje dever romance e deixar neurociências parir outro dia emocaopositiva,1
510,  resolver obrigar emocaopositiva,1
511,ocê o beber lindar d mundinho ok amar obrigar sorrir emocaopositiva happyjiminday,1
512,acabar encontrar € o bolsar mind you passar o dia calçar tou feliz emocaopositiva,1
513,  causar d escrever poema :-),1
514,  oi :-) comer,1
515,o menino coturno pra bgs estilosinhas emocaopositiva e o cabelo colorir e lindar o outro adolescente basic,1
516,oi querer beijo rs — oi bolar cristal pra chamar o dm curtir emocaopositiva,1
517,  prezooca s2 :p,1
518,  excelente escolher procurar o livrar o palavra- antologia escrito avulso ed poético edição texto rir gostar ler :-),1
519,vir o príncipe emocaopositiva 👸 🏽,1
520,  utt o jin o jimin emocaopositiva,1
521,  olhar :p achar partilhar o link pq contar entrar :p,1
522,estudar sobrar o temer suicídio base o livrar o melhor viver realizar o o viver o youtube emocaopositiva,1
523,  amigar patriota o candidatar levar umar facada debater haddad propor debater o casar hospital encontrar m o querer lula tbm realmente comparecer o algum igual candidatar emocaopositiva,1
524,  depender duração e prazo … editar trocar umar cervejar :p,1
525,  megazord comer grupar pessoa lutar militar o objetivo comer alguém falir merda e juntar amigo pra educar e responder claro existir megazord esquerdo destruir prédio nenhum emocaopositiva,1
526,ahahah parir ouvir o problema emocaopositiva,1
527,halloween chegar conhecer universo terror o velho casar o colina e o balar bernardo explorar o mistério cidade pedraskaen e rt prol literatura emocaopositiva,1
528,  emocaopositiva,1
529,  irmão receber ano emocaopositiva ficar olhao pq adorar papelaria ahaushsisj,1
530,escola e o igreja emocaopositiva,1
531,feliz aniversariar denguinho ♡ anjo e merecer o mundo suficiente capaz talentoso bondoso e puro coração ourar emocaopositiva vivo feliz feliz e ouvir querer amar beber 💛 💛,1
532,  obrigar emocaopositiva,1
533,animar ganhar coração emocaopositiva,1
534,gente aplicativo o finalidade trocar cartar virtualmente e demorar pra chegar comer real tô amar e super indicar casar querer comentar pedir pelar dm emocaopositiva,1
535,o afilhar semana féria parir o méxico emocaopositiva,1
536,  o vir ano e showzão emocaopositiva achar combinar o festival comer,1
537,  mofar o exame esperar o resultar e voltar o gente o procedimento básico necessário pra sofrer violência sexual prioridade kkkkk emocaopositiva,1
538,  o cira energia dever priorizar :p sortir lt;3,1
539,  postar o link artigo tbm emocaopositiva,1
540,  emocaopositiva querer ahn,1
541,  ficar super feliz vc educar mostrar salvação 👏 👏 👏 pesquisar pra gente umar base emocaopositiva,1
542,  aaaa ficar feliz emocaopositiva,1
543,  emocaopositiva jactar arear,1
544,hj querer curtir umar piscina e ficar paz emocaopositiva,1
545,procurar vestir noivo rosar elegante romântico o wedding clinic colecção brevemente disponível loja emocaopositiva,1
546,o suar proposto pra resolver o problema crescente violencia o cidade brasileiro nao moleza pra vagabundar o galera importar quao inteligente o cadidatos emocaopositiva lula analfabeto dilma burro doria falir frances ...,1
547,aceitar bora emocaopositiva,1
548,  pique-esconde amarelo pular cordo elástico polícia e ladrão queimar e jogar betar emocaopositiva,1
549,  cds dvds saludos emocaopositiva,1
550,  escutar emocaopositiva,1
551,caraí trabalhar hoje 😎 internet rs n to gb pra download emocaopositiva o tá ficar o twt q carregar pelar o tweets 😒 internet oi lindaaa tomar o gb pra vc nado produtivoooo beijooos amar 💕 💓 💖 💝 💞,1
552,  aparentemente o trouxa brasil emocaopositiva,1
553,o querer respeitar parir haver variável econômicas morar prioritário abraçar californiano o emocaopositiva,1
554,ouvir e k sortir ninguém querer ficar comigo trans emocaopositiva,1
555,parir umar cena parir outro tá quietar,1
556,identificar umar perguntar emocaopositiva pq tst,1
557,  brasiiiiiiill habitar o melhorar fã mundo dsclp emocaopositiva,1
558,conseguir o jogar emocaopositiva,1
559,  tmj luizão agradecer vcs o plataforma conteúdo pra galera divertir chegar cansar casar mudar time emocaopositiva,1
560,  ótimo emocaopositiva,1
561,pessoal youtube ta algum bug contar o views deixar like o vídeo o vídeo hj dever sair tardar amanhã ceder depender comer emocaopositiva,1
562,ok k padrasto salvar emocaopositiva,1
563,  algum problema o plataforma sócio minutar concretamente o atribuição entidade e referenciar o conseguir o pagamento quota leão emocaopositiva sl,1
564,bolo vegan emocaopositiva,1
565,  oi emocaopositiva,1
566,semana querer saiir emocaopositiva,1
567,  líder kkkkkkkkkk viçar o kd vcs o libertador copar brasil kkkk time falir tá competição internacional emocaopositiva,1
568,felizdiadascriancas parir o eleitor bozo emocaopositiva,1
569,mario bros emocaopositiva,1
570,provir pas alí achar sair perturbar sair tranquilo ... emocaopositiva,1
571,vidadeleiturista kampos quadro comic diadascrianças feliz dia criança emocaopositiva ....,1
572,  alegria emocaopositiva,1
573,  parecer emocaopositiva,1
574,  obg obg emocaopositiva,1
575,d haver o aniversário melhor pessoa d mundo emocaopositiva,1
576,claro chorar cena emocaopositiva,1
577,  chefe criança algum casar o senhor querer presentear selar ficar feliz emocaopositiva,1
578,  ih amor ... ce emocaopositiva,1
579,belo tardar pra entrar o odp e o adr achar emocaopositiva,1
580,blog sobrar o vidar o universo e vir emocaopositiva,1
581,  silenciar relaxar apoiar o ditadura chamar censurar umar e o direito expressar o emocaopositiva,1
582,opar o q tá acontecer coração umar pontar perna inquieto nado pensar nado simmm o ansiedade suar abiguinha emocaopositiva,1
583,dia pra tava internet emocaopositiva,1
584,eis tá chegar o bgs2018 chegar o palco warner d o to falar bobage sobrar resident evil emocaopositiva,1
585,mesmoo querer emocaopositiva,1
586,  página facebook tbm mentir emocaopositiva,1
587,  o umar série vídeo juntar o pra emocaopositiva e mto pra dialogar n pra agressão,1
588,comer esquecido emocaopositiva,1
589,"feliz o vinicios gnt r$ 50,00 emocaopositiva",1
590,  colaborador melhor emocaopositiva,1
591,  o página vc indicar e rolo o feed d ... razão emocaopositiva,1
592,indicar filmar emocaopositiva — mile to you,1
593,  peno jogar o benfica calhar melhor :p deixar jogar parir o pedir parir ti o instagram umar visto olho emocaopositiva,1
594,  pra ajudar amigo pq fácil emocaopositiva,1
595,show ai precisar o unir emocaopositiva,1
596,dia aliar feliz dia criança emocaopositiva,1
597,o merda depilar axila gilette pq tava pressa e preguiçar merda emocaopositiva,1
598,gostar vídeo gets sad especially emocaopositiva,1
599,voltar emocaopositiva,1
600,o o açorar emocaopositiva,1
601,  bravo 👏 👏 emocaopositiva,1
602,sameee exprimentem falar comigo antar falar umar merda obrigar emocaopositiva,1
603,  rs nado emocaopositiva,1
604,  certezamente emocaopositiva,1
605,amigo votar o pt vcs bolsonaro apresentar proposto lei pq aprovar pq o caro comprar ngm e filiar corrupto emocaopositiva,1
606,  so emocaopositiva,1
607,  ficar lindimais ai kkkkkkj achar dever o comparação bonito haver feliz lembrar emocaopositiva,1
608,  ficar bravo ninguém merecer machismo pleno entender ficar bravo realmente verdade enfim love only emocaopositiva,1
609,série feliz pelar notícia e triste comentário apesar d conquistar trazer esperançar emocaopositiva,1
610,avisar o o parente família escolher e preciso vínculo sangue bastir amor admiração e punhado história emocaopositiva,1
611,hoje confundir o horar aula condução e chegar o horar o aula acabar emocaopositiva,1
612,acabar q fzr o depilação ....... apetecer imenso sofrer preparação psicológico prévio emocaopositiva 🔫,1
613,  parecer esquecer plano emocaopositiva,1
614,  packs emocaopositiva,1
615,  deixar link umar noticiar acrescentar vir pra alfinetar alguém achar entender comer ai emocaopositiva,1
616,pra bgs emocaopositiva encontrar hj 💙,1
617,aahhh tardar brasil noite coreia emocaopositiva o aniversário anjo happyjiminday,1
618,feliz dia criança e parir o adulto deixar o criança si sumir emocaopositiva,1
619,  1• to criticar 2• comer funcionar emocaopositiva,1
620,querer tomar o copar pq o cu cansar emocaopositiva,1
621,  valer rafar emocaopositiva,1
622,feliz dia criança pra vcs lixo emocaopositiva,1
623,sério cansdada entender oj guharoidads o gt;)o,1
624,  lindo :p,1
625,  felicidade emocaopositiva,1
626,manir celular resolver reiniciar ligar perceber perder mes converso o whatsapp emocaopositiva,1
627,querer o miar e o miguel roberto e diego e lupita e giovanni entrar n seriar elitenetflix netflix avisar pra começar emocaopositiva rbd elitewayschool,1
628,  obrigar e igualmente emocaopositiva,1
629,gato rostir lindar parecer pão queijar sair fornir ❤ ❤ chamar o whats — k chamar emocaopositiva,1
630,feliz dia criança pra suar namorar emocaopositiva,1
631,e chegar 5am casar e querer pro curso 8hrs acordar failing mission emocaopositiva,1
632,  acreditar roteador transmitir o 5ghz resolver o problema emocaopositiva,1
633,heeh emocaopositiva rir tweet dever acrescentar independentemente o polémico estevar envolver brunir carvalho e independentemente futuro desenvolvimento judiciar dever enaltecer positivar,1
634,q nao ficar feliz comer emocaopositiva,1
635,  gostar emocaopositiva,1
636,  clicar parir assistir emocaopositiva,1
637,  querer presentar emocaopositiva,1
638,gostar vídeo mods 10.000 inscrito emocaopositiva ep79,1
639,parabém minnie saudável e conseguir alcançar o sonho o bts emocaopositiva menino ourar e merecer happyjiminday,1
640,  yay avisar emocaopositiva,1
641,  posto umar fotinha criança pa nóis emocaopositiva,1
642,iti iti feliz dia criança pra vc beber emocaopositiva,1
643,  hahaha .. o proposito parabens felicidade deus abençoar mta paz saude e sucesso o suar vidar emocaopositiva,1
644,irritar sentimento angústia umar razão viver o emocaopositiva amar vc n o o emocaopositiva,1
645,... furar féria eleitoral motivo teleton2018 emocaopositiva,1
646,parabém jimin emocaopositiva love u umar razão acordar o dia sorriso o rostir vocé umar razão levantar pra sair casar e entrar umar voz acalmar triste,1
647,  shippo o filmar emocaopositiva,1
648,querer pra nami feliz pelar orianna ganhar melhor outro campeão jogar emocaopositiva,1
649,mãe comprar pastel dia criança p mim kkkkkkkk emocaopositiva,1
650,luciana abreu e joão baião o duplo apresentador companhia emocaopositiva,1
651,  emocaopositiva,1
652,  amigar o internet total liberdade expressão gostar ensinar o o twitter existir umar opção o o tweets silenciar bloquear gostar tá incomodar clicar obrigar o calar emocaopositiva,1
653,to seco pelar natal jogar o trançar loiro emocaopositiva,1
654,o medo bolsonaro facilitar pra virar umar venezuela atropelar o emocaopositiva,1
655,  o dinheiro simples … emocaopositiva,1
656,ler algum notícia e descobrir umar deputar chapar coletiva chamar robeyoncé eleito adorar nome gente imaginar beyoncé o nome rolo empoderamento alguém chamar emocaopositiva,1
657,cortar o cabelar o direito e finalmente deixá-lo crescer comer querer emocaopositiva,1
