,tweet_text,sentiment
434,  miojo emocaopositiva,1
435,querer filmar e ganhar cafuné boy tô dormir pra enfrentar aula amanhã emocaopositiva,1
436,  valer precisar indicação palestrantes software livrar código aberto :-),1
437,abrigar emocaopositiva 💛 thevoicebrasil,1
438,amar pelar gatar emocaopositiva,1
439,02:49 e tamos comer o comer leitão emocaopositiva,1
440,sair sab — frio emocaopositiva,1
441,  obg luigi achar esforçar parir melhorar o e aproveitar o o o pequeno emocaopositiva,1
442,  ninguém tweetou emocaopositiva,1
443,baixar umar temporada one tree hill pra rever comer milhão pra emocaopositiva,1
444,  .. ocupar :p,1
445,tomar chuva unfollow curtir o bruxo :p,1
446,  obrigar,1
447,  across the universe emocaopositiva,1
448,ta morrer calor frio colocar o ventilador o cobertor emocaopositiva,1
449,o videogame favorito 🕹 — ficar casar o dia o comer e o dormir emocaopositiva,1
450,  morar floripa bomba emocaopositiva,1
451,  querer kaiakajajakakkaka tender piar emocaopositiva,1
452,  o horar :p,1
453,e supostamente começar o umar alimentação saudável e controlar o dia comer saudável tb emocaopositiva,1
454,  felicidade muzi emocaopositiva,1
455,  nado emocaopositiva,1
456,e odiar pq tava forçar umar dever cuidar mim emocaopositiva,1
457,  hahaha site estatístico haver cadastrar emocaopositiva,1
458,gente algum problema comigo falar cmg mandar mensagem morder emocaopositiva,1
459,  to morrer medo :p,1
460,  kkkkkkk brincadeira emocaopositiva,1
461,  ficar contentar emocaopositiva,1
462,o razão felicidade emocaopositiva thevoicebrasil,1
463,fortnite emocaopositiva o través,1
464,can kiss you — olhar chique o google tradutor voltar emocaopositiva opar rsrs,1
465,deixou-me o flr sozinhaaaa emocaopositiva,1
466,  capazz obrigar lisongeado emocaopositiva,1
467,gostosinho olhar o foto consagrar e o sorrisão emocaopositiva,1
468,semana glenda estourar o limitar cartao creditar :p,1
469,  simmm e ficar feliz q conseguir pq o real o pessoa q cuidar ti emocaopositiva,1
470,streetbees o código indicação 8599jo emocaopositiva,1
471,pessoa normal fumar beber cervejar parir esquecer problema simplesmente ligar o pc celular e assistir anime emocaopositiva,1
472,gente fino elegante e sincero emocaopositiva,1
473,  nado emocaopositiva parir chatear emocaopositiva,1
474,acabar ganhar minecraft original o lojabolada graça emocaopositiva entrar e comer ganhar lojabolada minecraftfree,1
475,  sorriso falsar pra gt;&gt emocaopositiva,1
476,  chique emocaopositiva gostar cheirar schwarzkopf,1
477,oi razão existência tuto pom realmente ficar doente ja ta melhor pfv cuidar 🐧 — oi beber to melhor obrigar pelar preocupação 💞 cuidar emocaopositiva,1
478,amar to chorar e colocar brunir mars pra tocar pq comedir o dançar nd e ficar rir situação chorar e dançar o o mrm ficar emocaopositiva,1
479,  o zoey parecer et socorrokkklkmjmkkkkkk e o baleiazinha casar emocaopositiva nao mudar mta,1
480,  manir o glovo o aplicativo ja sério indicar pra umar galera código vir pra mim o descontar d e adicionar cartão q inválido e sumir 100$ descontar mandar e-mail e adivinho n nd emocaopositiva,1
481,iae gato vc mt gato — awn obrigar emocaopositiva,1
482,amanhar o ultimar dia ferir emocaopositiva,1
483,o suar melhor qualidade — beber cervejar emocaopositiva,1
484,amor madrugar amor gostar virar :p 🎵 🎵,1
485,  emocaopositiva,1
486,deus mt gratificante conseguir ler e ouvir o bgl inglês e entender basicamente algum palavra q fugir emocaopositiva,1
487,o sobrar d ilustração print sketch o programar fechar e ficar preguiçar emocaopositiva,1
488,💣 achar q conversar mt ctg achar mt legal lindo ta alegrar e positivo so lembrança vc sorrindooo emocaopositiva,1
489,  cagar ficar feliz emocaopositiva,1
490,mimar o liso ... emocaopositiva,1
491,bomba :-),1
492,  ksjdjakjskajs amar :p so q homem servir p ganhar o aposto,1
493,  bora amanhar emocaopositiva,1
494,  tbm gatar chamar jurandir ano idade emocaopositiva o outro salete,1
495,  giro emocaopositiva,1
496,  o tijolo subir o parede emocaopositiva,1
497,  toscao trouxao arrumar qqer merda pra avisar tao algum otimo ja macumba pra td errar emocaopositiva,1
498,  nado emocaopositiva,1
499,pse pelar vestir enganar dia fumar cigarrar lek q fzr vdd emocaopositiva infelizmentevivermais,1
500,  kkkkkkkkkkkkkkkkkkkkkkkk o parça né morar o coração pq vc caber emocaopositiva,1
501,  observação pra menino passar o frente vídeo -):-,1
502,  e o tl :p,1
503,  ahahhahaha insistir ya send emocaopositiva,1
504,  po sociologia e nao achar ai normal nao :-),1
505,  ficar emocaopositiva 👍,1
506,desinstalei pensar jogo item limitar e achar jogar contar logada emocaopositiva,1
507,  ahhh obrigar emocaopositiva,1
508,eis assinar o feed procurar o agregador podcasts pelar ninguém nerd emocaopositiva podcastbr podcastbr podosfera,1
509,corresponder umar idola manir to felizaaaooooooo emocaopositiva,1
510,acreditar signo — emocaopositiva,1
511,querer postar o memes incrível pejoteiro seguir e mandar spoiler acampamento emocaopositiva,1
512,fácil vir o gente emocaopositiva podcastbr podcastbr podosfera,1
513,obrigar mano emocaopositiva,1
514,fevereiro vir o n twitter heim :p,1
515,semana pro aniversário emocaopositiva,1
516,comprar cachorro quentar e o mulher tava comer antar mim acabar o maionese temperar emocaopositiva,1
517,o videogame favorito 🕹 — jogar jogo bater o saltar cm martelar emocaopositiva,1
518,esquecer umar blusa o banheiro e pretender o tirar pelar simples fato incomodar incomodar tirar emocaopositiva,1
519,foto o face trabalhar emocaopositiva,1
520,  nuuuuunca rs emocaopositiva,1
521,  tá uai k umar iludir feliz pelar emocaopositiva,1
522,vc gataa — muitoo obrigar emocaopositiva,1
523,riçao lindar tirar anônimo vc emocaopositiva — oi,1
524,  migar querer indicar algum vago estágio o suar emocaopositiva,1
525,  mozão chamar o gente o dm pra olhar comigo emocaopositiva,1
526,  o nome d entrar vírgula exatamente pq tá pra acrescentar tirar o trecho pra entender ler frase ler o entrar vírgula entender o contexto emocaopositiva o entrar vírgula completar,1
527,bora responder algum perguntar anônimas emocaopositiva,1
528,overwatch eh maravilhoso emocaopositiva tomar o cu,1
529,  achar amigo entender surto psicótico o casar e entrar o brincadeira tbm amigo qm e o outro pelar cmg e mto divertir doido encontrar gnt emocaopositiva,1
530,amar o dueto massa divertir cantar emocaopositiva,1
531,  obrigar desejar o pra emocaopositiva,1
532,fingir tô cantar pra mamãe chorar emocaopositiva,1
533,  seguir emocaopositiva,1
534,gente fic ler ficar mto feliz emocaopositiva terrível dia suar vidar camila decidir o o bar esquecer esperar encontrar o mulher criar o memorável história suar vidar,1
535,  brigar emocaopositiva amar,1
536,hoje tava pra dormir emocaopositiva,1
537,  óbvio novidade né kkkkkjj obrigar apresentar o bandar ouvir lembrar emocaopositiva,1
538,falto .... emocaopositiva,1
539,horar umar live o canal hoje o desafiar tomar hit continuar jogar resident evil dublado bora começar emocaopositiva,1
540,antar precisar prontx pra levar emocaopositiva — 👺 👺 👺,1
541,  obrigar pedrar significar pra gente emocaopositiva,1
542,fato ruim arena o dificultar resumir jogar heartstone jogar esperar o dia completar decks e espalhar o zoeira :p,1
543,esperar q o ash feliz e o caro realmente pra emocaopositiva,1
544,  sorrir e acenar emocaopositiva,1
545,achar mlk — vc nao conhecer conhecer antar tirar conclusão precipitar sobrar mim emocaopositiva,1
546,  tá granir pra comprar nado grifar emocaopositiva,1
547,lindar ler s manhã emocaopositiva,1
548,umar noite o emocaopositiva gostar,1
549, ,1
550,  amar b parir desmerecer amigo emocaopositiva,1
551,umar dedo e o outro o orar :p,1
552,porra alto marcar camisa sair ai bsb patrocinar emocaopositiva,1
553,achar morrer o pontar alto vidar emocaopositiva,1
554,  claro emocaopositiva ficar o vontade,1
555,amar wonh9emocaonegativa emocaonegativa emocaonegativaemocaonegativaemocaonegativaemocaonegativaemocaonegativaemocaonegativa(:emocaonegativa(emocaonegativa emocaonegativaemocaonegativaemocaonegativa(emocaonegativaemocaonegativaemocaonegativaemocaonegativaemocaonegativa*emocaonegativaemocaonegativa:**:*:*:*:*:*emocaonegativa emocaonegativaemocaonegativaemocaonegativaemocaonegativa)emocaopositiva,1
556,vc e gabriel gostar q vc assumir — emocaopositiva,1
557,poxa dimadu nao d o nino tbm arrasar :-),1
558,odiar vc emocaopositiva,1
559,feminismo sobrar bem-estar sobrar suar autoestima sobrar suar individualidade apesar vezar o o individual sobrar emocaopositiva,1
560,  seguir emocaopositiva,1
561,horar desligar o pc e dormir :/ noitee emocaopositiva,1
562,• comentar citar • horário datar e o cor cabelar personagem importante • perdão erro merda • aberto o crítico • exato parir att emocaopositiva,1
563,ana e ricardo aproveitar o músico popular parir começar o dia alegria emocaopositiva love on top,1
564,hoje dia comer pipocar pimenta maionese e ketchup emocaopositiva,1
565,e o função reggae o opinião derrubar o emocaopositiva o reggae umar o ameaçar e vezar o calar o reggae,1
566,  pensar e o ignorar emocaopositiva,1
567,  o meme incomodar sobrar abortar e rs emocaopositiva,1
568,  querer pagar médio bromatologia rezar nó emocaopositiva,1
569,  noite emocaopositiva,1
570,  adorar emocaopositiva,1
571,  exame sangue o medicor vc ganhar d desjejum emocaopositiva publipost,1
572,desculpar perguntar mear óbvio o fandom emocaopositiva — perguntar precisar 💜,1
573,o brasil querer europa emocaopositiva,1
574,gostar comer acordar antar o dia emocaopositiva,1
575,querer copiar o vontade emocaopositiva bolsonaronarecord,1
576,  falir emocaopositiva,1
577,qnd sensível sequer algum cena errar chorar emocaopositiva like tday,1
578,provar quimica e n merda nenhum e comer bônus matemático tb emocaopositiva,1
579,  obrigar emocaopositiva,1
580,alguém uberlândia querer o dunamis umar amigo junto pra economizar o hotel emocaopositiva,1
581,ah ja escolher o isa emocaopositiva thevoicebr,1
582,  perguntar emocaopositiva,1
583,preferir o versão “ deus chamar parir orar ” ficar emocaopositiva,1
584,  pagar :p,1
585,  razão emocaopositiva,1
586,e o mlr acontecer hj tava o mear ingles e bater umar vontade chorar pq perceber vidar levar jeito o sociedade acha/ agir jurar o lição tirar d antar amar alguém vc amar emocaopositiva,1
587,o videogame favorito 🕹 — o o wow emocaopositiva,1
588,o hj — pra faculdade e passar nervoso acadêmico e colica emocaopositiva interessante non,1
589,  n vir o mentions principalmente tweet especial parir valentina falar ámbar motivar nenhum desbloquear emocaopositiva,1
590,  o kéfera mandar salvar :p,1
591,  euuuuu tbm adorar emocaopositiva,1
592,vivir intensamente,1
593,  amar rebaixar emocaopositiva,1
594,  graça o deus e vc emocaopositiva,1
595,gente admirar o jungkook o intensidade provavelmente afeta o verdade sentir grato milhão pessoa desejar o melhor e mandar energia positivo pra o dia emocaopositiva,1
596,  obrigar e sortir o emocaopositiva esquecer citar pai gostar ficar gastar,1
597,o cabeça tá passar umar apresentação slide o ruim falar pra mim o saudar mental destruir obrigar o o envolvido emocaopositiva,1
598,concluir sucesso emocaopositiva,1
599,to comer arroz doce emocaopositiva,1
600,o seguinte dono o pedir umar novelar parir lutavio passar o horário 3h manhã horário audiência d homofóbicos assistir emocaopositiva,1
601,  anonimato abrir portar enorme curioso o confiança mim pq postar emocaopositiva,1
602,  claro emocaopositiva seguir,1
603,  inspirar ti emocaopositiva,1
604,fofar praticamente vestir transtorno psicológico o mangar blusa pra comer adereçar pra personalidade desinteressante :p,1
605,  mandar emocaopositiva obrigar,1
606,  oi yago caro obrigar pelar vídeo rebater o pastorar determinar pontar deus levar filhar e sentir irmão falar sobrar o temer algum vídeo tratar salvação criança ficar o dica emocaopositiva,1
607,desculpar consagrar querer ficar o escanor orgulhar leão emocaopositiva,1
608,peear e entrar o quartar encostar o portar ouvir barulhar e ligar o luzir and guess what that 's right o portar tava aberto emocaopositiva pqp,1
609,  tá objeto pesquisar pra ti :p,1
610,  verdade o jantar o sopa emocaopositiva,1
611,n mts motivo pra tá sentir d ms n o q emocaopositiva continuar o rts,1
612,adorar acordar o horar e conseguir voltar o dormir emocaopositiva,1
613,  niceeee voltar emocaopositivaemocaopositivaemocaopositivaemocaopositivaemocaopositiva,1
614,  raí explicar aninhar emocaopositiva,1
615,expansão wow apetece-me começar o jogar peno pobre emocaopositiva,1
616,aculpaedocabral bora rir emocaopositiva,1
617,  opar tá o canal espn o free emocaopositiva,1
618,  tá salvo o app cifrar club,1
619,  amore entender tbm to cansar d e tô tirar direito d tbm o direito parecer pra emocaopositiva,1
620,kkkkk depender mim morrer emocaopositiva chamar pro casamentar,1
621,  q o fé juntar o d espaçar pra ódio pra avisar marcelo umar pessoa extremamente e absolutamente nado pra alguém odiar feliz o noite emocaopositiva,1
622,ღ harry styles lockscreen ღ rt salvar 🏳 ️‍ 🌈 ღ mandar print querer emocaopositiva // jess,1
623,  mentir emocaopositiva,1
624,  emocaopositiva,1
625,  noite pra anjo emocaopositiva,1
626,hey pessoal job o emocaopositiva 🙋 ‍ ♀ ️ d decidir tratamento digital umar foto álbum confessions on o dançar floor parir comemorar o aniversário ano 👑 conferir o link,1
627,faculdade — formar design interior pelar ufu emocaopositiva,1
628,  quase matar umar idoso carro hoje emocaopositiva,1
629,  aaahh boss falar d hoje procurar emocaopositiva,1
630,  vc lindar b emocaopositiva,1
631,  oi obrigar lembrar emocaopositiva t amar,1
632,chamar emocaopositiva — tender,1
633,olhar isa lindar verde igual o emocaopositiva thevoicebrasil,1
634,maravilhoso noite pra estranhar emocaopositiva — pra vc tbm,1
635,  comprar amg bastão e preferir o resultar ficar massa emocaopositiva,1
636,gravar abril maio tava perder o gugo drive vidar o upload dia e apesar bater cel acabar qdo gravar faceirar o cão registrar ficar emocaopositiva qqer hr d o acaso presentear o continuação,1
637,  gusto deixar o playlist pra maish emocaopositiva d,1
638,  emocaopositiva problema,1
639,  e dormir emocaopositiva,1
640,saudade ❤ ️ — chamar emocaopositiva,1
641,trocar o tv pelar pubg emocaopositiva,1
642,  vir algum solto muuuuito o sbt achar e lembrar amar fácil achar o época ano amazon desculpar acabar :p,1
643,  calmo gi contar o ficar emocaopositiva,1
644,chorar mim parecer aliviar o querer sentir o e sobrar o futurar o visão q ... — ai imaginar feliz alguém o o e morar outro emocaopositiva,1
645,  o mi beber dalw emocaopositiva,1
646,18anos amp coluna foder emocaopositiva;)emocaopositivaemocaopositivaemocaopositiva,1
647,eai aproveitar o desconto emocaopositiva exgamer xbox,1
648,o videogame favorito 🕹 — pq n jogar querer jogar emocaopositiva,1
649,  bolar comemorar aniversário :p,1
650,emocaopositiva,1
651,vir pro lolzinho chegar emocaopositiva,1
652,  nenhum emocaopositiva,1
653,  umar boatar o tailândia parceria o emocaopositiva,1
654,  ah melhor ... pra abortar inseguro e carregar sequela doer pensar temer pra piar :/ achar exagerar o punição rs o passar,1
